year,state,state_po,candidate,party,candidatevotes,totalvotes
1996,Indiana,IN,"Clinton, Bill",democrat,887424,2135431
1996,Indiana,IN,"Perot, Ross",reform party,224299,2135431
1996,Indiana,IN,"Browne, Harry",libertarian,15632,2135431
1996,Indiana,IN,,,1383,2135431
1996,Iowa,IA,"Clinton, Bill",democrat,620258,1234075
1996,Iowa,IA,"Dole, Robert",republican,492644,1234075
1996,Iowa,IA,"Perot, Ross",reform party,105159,1234075
1996,Iowa,IA,"Nader, Ralph",green,6550,1234075
1996,Iowa,IA,"Hagelin, John",natural law,3349,1234075
1996,Iowa,IA,"Browne, Harry",libertarian,2315,1234075
1996,Iowa,IA,"Phillips, Howard",u.s. taxpayers party,2229,1234075
1996,Iowa,IA,Scattering,,1240,1234075
1996,Iowa,IA,"Harris, James",socialist workers,331,1234075
1996,Kansas,KS,"Dole, Robert",republican,583245,1074300
1996,Kansas,KS,"Clinton, Bill",democrat,387659,1074300
1996,Kansas,KS,"Perot, Ross",reform party,92639,1074300
1996,Kansas,KS,,independent,5174,1074300
1996,Kansas,KS,"Browne, Harry",libertarian,4557,1074300
1996,Kansas,KS,,,1026,1074300
1996,Kentucky,KY,"Clinton, Bill",democrat,636614,1388708
1996,Kentucky,KY,"Dole, Robert",republican,623283,1388708
1996,Kentucky,KY,"Perot, Ross",reform party,120396,1388708
1996,Kentucky,KY,"Browne, Harry",libertarian,4009,1388708
1996,Kentucky,KY,"Phillips, Howard",u.s. taxpayers party,2204,1388708
1996,Kentucky,KY,"Hagelin, John",natural law,1493,1388708
1996,Kentucky,KY,,,709,1388708
1996,Louisiana,LA,"Clinton, Bill",democrat,927837,1783959
1996,Louisiana,LA,"Dole, Robert",republican,712586,1783959
1996,Louisiana,LA,"Perot, Ross",reform party,123293,1783959
1996,Louisiana,LA,"Browne, Harry",libertarian,7499,1783959
1996,Louisiana,LA,"Nader, Ralph","liberty, ecology, community",4719,1783959
1996,Louisiana,LA,"Phillips, Howard",u.s. taxpayers party,3366,1783959
1996,Louisiana,LA,"Hagelin, John",natural law,2981,1783959
1996,Louisiana,LA,"Moorehead, Monica",workers world,1678,1783959
1996,Maine,ME,"Clinton, Bill",democrat,312788,605897
1996,Maine,ME,"Dole, Robert",republican,186378,605897
1996,Maine,ME,"Perot, Ross",reform party,85970,605897
1996,Maine,ME,"Nader, Ralph",green,15279,605897
1996,Maine,ME,"Browne, Harry",libertarian,2996,605897
1996,Maine,ME,"Phillips, Howard",u.s. taxpayers party,1517,605897
1996,Maine,ME,"Hagelin, John",natural law,825,605897
1996,Maine,ME,Other,,144,605897
1996,Maryland,MD,"Clinton, Bill",democrat,966207,1780870
1996,Maryland,MD,"Dole, Robert",republican,681530,1780870
1996,Maryland,MD,"Perot, Ross",reform party,115812,1780870
1996,Maryland,MD,"Browne, Harry",libertarian,8765,1780870
1996,Maryland,MD,"Phillips, Howard",u.s. taxpayers party,3402,1780870
1996,Maryland,MD,,,2637,1780870
1996,Maryland,MD,"Hagelin, John",natural law,2517,1780870
1996,Massachusetts,MA,"Clinton, Bill",democrat,1571509,2556459
1996,Massachusetts,MA,"Dole, Robert",republican,718058,2556459
1996,Massachusetts,MA,"Perot, Ross",reform party,227206,2556459
1996,Massachusetts,MA,"Browne, Harry",libertarian,20424,2556459
1996,Massachusetts,MA,Other,,6180,2556459
1996,Massachusetts,MA,"Hagelin, John",natural law,5183,2556459
1996,Massachusetts,MA,,,4623,2556459
1996,Massachusetts,MA,"Moorehead, Monica",workers world,3276,2556459
1996,Michigan,MI,"Clinton, Bill",democrat,1989653,3848844
1996,Michigan,MI,"Dole, Robert",republican,1481212,3848844
1996,Michigan,MI,"Perot, Ross",reform party,336670,3848844
1996,Michigan,MI,"Browne, Harry",libertarian,27670,3848844
1996,Michigan,MI,,,4678,3848844
1996,Michigan,MI,"Hagelin, John",natural law,4254,3848844
1996,Michigan,MI,"Moorehead, Monica",workers world,3153,3848844
1996,Michigan,MI,"White, Jerome """"Jerry""""",socialist equality party,1554,3848844
1996,Minnesota,MN,"Clinton, Bill",democrat,1120380,2192492
1996,Minnesota,MN,"Dole, Robert",republican,766395,2192492
1996,Minnesota,MN,"Perot, Ross",reform party,257698,2192492
1996,Minnesota,MN,"Nader, Ralph",green,24906,2192492
1996,Minnesota,MN,"Browne, Harry",libertarian,8271,2192492
1996,Minnesota,MN,"Peron, Dennis",grassroots,4898,2192492
1996,Minnesota,MN,"Phillips, Howard",u.s. taxpayers party,3415,2192492
1996,Minnesota,MN,,,2903,2192492
1996,Minnesota,MN,"Hagelin, John",natural law,1808,2192492
1996,Minnesota,MN,"Birrenback, John",independent grassroots,787,2192492
1996,Minnesota,MN,"Harris, James",socialist workers,684,2192492
1996,Minnesota,MN,"White, Jerome """"Jerry""""",socialist equality party,347,2192492
1996,Mississippi,MS,"Dole, Robert",republican,439838,893857
1996,Mississippi,MS,"Clinton, Bill",democrat,394022,893857
1996,Mississippi,MS,,independent,53427,893857
1996,Mississippi,MS,"Browne, Harry",libertarian,2809,893857
1996,Mississippi,MS,"Phillips, Howard",u.s. taxpayers party,2314,893857
1996,Mississippi,MS,"Hagelin, John",natural law,1447,893857
1996,Missouri,MO,"Clinton, Bill",democrat,1025935,2158065
1996,Missouri,MO,"Dole, Robert",republican,890016,2158065
1996,Missouri,MO,"Perot, Ross",reform party,217188,2158065
1996,Missouri,MO,"Phillips, Howard",u.s. taxpayers party,11521,2158065
1996,Missouri,MO,"Browne, Harry",libertarian,10522,2158065
1996,Missouri,MO,"Hagelin, John",natural law,2287,2158065
1996,Missouri,MO,,independent,596,2158065
1996,Montana,MT,"Dole, Robert",republican,179652,407083
1996,Montana,MT,"Clinton, Bill",democrat,167922,407083
1996,Montana,MT,"Perot, Ross",reform party,55229,407083
1996,Montana,MT,"Browne, Harry",libertarian,2526,407083
1996,Montana,MT,"Hagelin, John",natural law,1754,407083
1996,Nebraska,NE,"Dole, Robert",republican,363467,677415
1996,Nebraska,NE,"Clinton, Bill",democrat,236761,677415
1996,Nebraska,NE,"Perot, Ross",reform party,71278,677415
1996,Nebraska,NE,"Browne, Harry",libertarian,2792,677415
1996,Nebraska,NE,"Phillips, Howard",u.s. taxpayers party,1928,677415
1996,Nebraska,NE,"Hagelin, John",natural law,1189,677415
1996,Nevada,NV,"Clinton, Bill",democrat,203974,464279
1996,Nevada,NV,"Dole, Robert",republican,199244,464279
1996,Nevada,NV,"Perot, Ross",reform party,43986,464279
1996,Nevada,NV,None Of The Above,,5608,464279
1996,Nevada,NV,"Nader, Ralph",green,4730,464279
1996,Nevada,NV,"Browne, Harry",libertarian,4460,464279
1996,Nevada,NV,"Phillips, Howard",independent american,1732,464279
1996,Nevada,NV,"Hagelin, John",natural law,545,464279
1996,New Hampshire,NH,"Clinton, Bill",democrat,246166,496597
1996,New Hampshire,NH,"Dole, Robert",republican,196486,496597
1996,New Hampshire,NH,"Perot, Ross",reform party,48387,496597
1996,New Hampshire,NH,"Browne, Harry",libertarian,4214,496597
1996,New Hampshire,NH,"Phillips, Howard",u.s. taxpayers party,1344,496597
1996,New Jersey,NJ,"Clinton, Bill",democrat,1652361,3075860
1996,New Jersey,NJ,"Dole, Robert",republican,1103099,3075860
1996,New Jersey,NJ,,independent,320400,3075860
1996,New Mexico,NM,"Clinton, Bill",democrat,273495,556074
1996,New Mexico,NM,"Dole, Robert",republican,232751,556074
1996,New Mexico,NM,"Perot, Ross",reform party,32257,556074
1996,New Mexico,NM,"Nader, Ralph",green,13218,556074
1996,New Mexico,NM,"Browne, Harry",libertarian,2996,556074
1996,New Mexico,NM,"Phillips, Howard",u.s. taxpayers party,713,556074
1996,New Mexico,NM,"Hagelin, John",natural law,644,556074
1996,New York,NY,"Clinton, Bill",democrat,3649630,6439129
1996,New York,NY,"Dole, Robert",republican,1738707,6439129
1996,New York,NY,"Perot, Ross",independence,503458,6439129
1996,New York,NY,"Dole, Robert",conservative,183392,6439129
1996,New York,NY,Blank Vote/Scattering,,123000,6439129
1996,New York,NY,"Clinton, Bill",liberal party,106547,6439129
1996,New York,NY,"Nader, Ralph",green,75956,6439129
1996,New York,NY,"Phillips, Howard",right-to-life,23580,6439129
1996,New York,NY,"Browne, Harry",libertarian,12220,6439129
1996,New York,NY,"Dole, Robert",freedom,11393,6439129
1996,New York,NY,"Hagelin, John",natural law,5011,6439129
1996,New York,NY,"Moorehead, Monica",workers world,3473,6439129
1996,New York,NY,"Harris, James",socialist workers,2762,6439129
1996,North Carolina,NC,"Dole, Robert",republican,1225938,2515807
1996,North Carolina,NC,"Clinton, Bill",democrat,1107849,2515807
1996,North Carolina,NC,"Perot, Ross",reform party,168059,2515807
1996,North Carolina,NC,"Browne, Harry",libertarian,8740,2515807
1996,North Carolina,NC,"Hagelin, John",natural law,2771,2515807
1996,North Carolina,NC,,,2450,2515807
1996,North Dakota,ND,"Dole, Robert",republican,125050,266411
1996,North Dakota,ND,"Clinton, Bill",democrat,106905,266411
1996,North Dakota,ND,"Perot, Ross",reform party,32515,266411
1996,North Dakota,ND,"Browne, Harry",libertarian,847,266411
1996,North Dakota,ND,"Phillips, Howard",independent nomination,745,266411
1996,North Dakota,ND,"Hagelin, John",natural law,349,266411
1996,Ohio,OH,"Clinton, Bill",democrat,2148222,4534434
1996,Ohio,OH,"Dole, Robert",republican,1859883,4534434
1996,Ohio,OH,"Perot, Ross",reform party,483207,4534434
1996,Ohio,OH,"Browne, Harry",libertarian,12851,4534434
1996,Ohio,OH,"Moorehead, Monica",workers world,10813,4534434
1996,Ohio,OH,"Hagelin, John",natural law,9120,4534434
1996,Ohio,OH,"Phillips, Howard",u.s. taxpayers party,7361,4534434
1996,Ohio,OH,"Nader, Ralph",green,2962,4534434
1996,Ohio,OH,Other,,15,4534434
1996,Oklahoma,OK,"Dole, Robert",republican,582315,1206713
1996,Oklahoma,OK,"Clinton, Bill",democrat,488105,1206713
1996,Oklahoma,OK,"Perot, Ross",reform party,130788,1206713
1996,Oklahoma,OK,"Browne, Harry",libertarian,5505,1206713
1996,Oregon,OR,"Clinton, Bill",democrat,649641,1377760
1996,Oregon,OR,"Dole, Robert",republican,538152,1377760
1996,Oregon,OR,"Perot, Ross",reform party,121221,1377760
1996,Oregon,OR,"Nader, Ralph",green,49415,1377760
1996,Oregon,OR,"Browne, Harry",libertarian,8903,1377760
1996,Oregon,OR,"Phillips, Howard",u.s. taxpayers party,3379,1377760
1996,Oregon,OR,"Hagelin, John",natural law,2798,1377760
1996,Oregon,OR,Other,,2329,1377760
1996,Oregon,OR,"Hollis, Mary Cal",socialist,1922,1377760
1996,Pennsylvania,PA,"Clinton, Bill",democrat,2215819,4501307
1996,Pennsylvania,PA,"Dole, Robert",republican,1801169,4501307
1996,Pennsylvania,PA,"Perot, Ross",reform party,430984,4501307
1996,Pennsylvania,PA,"Browne, Harry",libertarian,28000,4501307
1996,Pennsylvania,PA,"Phillips, Howard",constitution party,19552,4501307
1996,Pennsylvania,PA,"Hagelin, John",natural law,5783,4501307
1996,Rhode Island,RI,"Clinton, Bill",democrat,233050,390247
1996,Rhode Island,RI,"Dole, Robert",republican,104683,390247
1996,Rhode Island,RI,"Perot, Ross",reform party,43723,390247
1996,Rhode Island,RI,"Nader, Ralph",green,6040,390247
1996,Rhode Island,RI,"Browne, Harry",libertarian,1109,390247
1996,Rhode Island,RI,"Phillips, Howard",u.s. taxpayers party,1021,390247
1996,Rhode Island,RI,"Hagelin, John",natural law,435,390247
1996,Rhode Island,RI,"Moorehead, Monica",workers world,186,390247
1996,South Carolina,SC,"Dole, Robert",republican,573339,1150182
1996,South Carolina,SC,"Clinton, Bill",democrat,506152,1150182
1996,South Carolina,SC,"Perot, Ross",patriot party,36913,1150182
1996,South Carolina,SC,"Perot, Ross",reform party,27464,1150182
1996,South Carolina,SC,"Browne, Harry",libertarian,4271,1150182
1996,South Carolina,SC,"Phillips, Howard",u.s. taxpayers party,2043,1150182
1996,South Dakota,SD,"Dole, Robert",republican,150543,323826
1996,South Dakota,SD,"Clinton, Bill",democrat,139333,323826
1996,South Dakota,SD,,independent,32478,323826
1996,South Dakota,SD,"Browne, Harry",libertarian,1472,323826
1996,Tennessee,TN,"Clinton, Bill",democrat,909146,1894105
1996,Tennessee,TN,"Dole, Robert",republican,863530,1894105
1996,Tennessee,TN,,independent,121239,1894105
1996,Tennessee,TN,,,190,1894105
1996,Texas,TX,"Dole, Robert",republican,2736167,5611644
1996,Texas,TX,"Clinton, Bill",democrat,2459683,5611644
1996,Texas,TX,"Perot, Ross",independent,378537,5611644
1996,Texas,TX,"Browne, Harry",libertarian,20256,5611644
1996,Texas,TX,"Phillips, Howard",u.s. taxpayers party,7472,5611644
1996,Texas,TX,,,5107,5611644
1996,Texas,TX,"Hagelin, John",natural law,4422,5611644
1996,Utah,UT,"Dole, Robert",republican,361911,665629
1996,Utah,UT,"Clinton, Bill",democrat,221633,665629
1996,Utah,UT,"Perot, Ross",reform party,66461,665629
1996,Utah,UT,"Nader, Ralph",green,4615,665629
1996,Utah,UT,"Browne, Harry",libertarian,4129,665629
1996,Utah,UT,"Phillips, Howard",u.s. taxpayers party,2601,665629
1996,Utah,UT,"Templin, Diane",independent american,1290,665629
1996,Utah,UT,"Crane, Peter",independent,1101,665629
1996,Utah,UT,"Hagelin, John",natural law,1085,665629
1996,Utah,UT,"Moorehead, Monica",workers world,298,665629
1996,Utah,UT,"Harris, James",socialist workers,235,665629
1996,Utah,UT,,,159,665629
1996,Utah,UT,"Dodge, Earl",prohibition,111,665629
1996,Vermont,VT,"Clinton, Bill",democrat,137894,258449
1996,Vermont,VT,"Dole, Robert",republican,80352,258449
1996,Vermont,VT,"Perot, Ross",reform party,31024,258449
1996,Vermont,VT,"Nader, Ralph",green,5585,258449
1996,Vermont,VT,"Browne, Harry",libertarian,1183,258449
1996,Vermont,VT,,,560,258449
1996,Vermont,VT,"Hagelin, John",natural law,498,258449
1996,Vermont,VT,"Peron, Dennis",grassroots,480,258449
1996,Vermont,VT,"Phillips, Howard",u.s. taxpayers party,382,258449
1996,Vermont,VT,"Hollis, Mary Cal",liberty union party,292,258449
1996,Vermont,VT,"Harris, James",socialist workers,199,258449
1996,Virginia,VA,"Dole, Robert",republican,1138350,2416642
1996,Virginia,VA,"Clinton, Bill",democrat,1091060,2416642
1996,Virginia,VA,"Perot, Ross",reform party,159861,2416642
1996,Virginia,VA,"Phillips, Howard",u.s. taxpayers party,13687,2416642
1996,Virginia,VA,"Browne, Harry",libertarian,9174,2416642
1996,Virginia,VA,"Hagelin, John",natural law,4510,2416642
1996,Washington,WA,"Clinton, Bill",democrat,1123323,2253837
1996,Washington,WA,"Dole, Robert",republican,840712,2253837
1996,Washington,WA,"Perot, Ross",reform party,201003,2253837
1996,Washington,WA,,independent,62696,2253837
1996,Washington,WA,"Browne, Harry",libertarian,12522,2253837
1996,Washington,WA,"Hagelin, John",natural law,6076,2253837
1996,Washington,WA,"Phillips, Howard",u.s. taxpayers party,4578,2253837
1996,Washington,WA,"Moorehead, Monica",workers world,2189,2253837
1996,Washington,WA,"Harris, James",socialist workers,738,2253837
1996,West Virginia,WV,"Clinton, Bill",democrat,327812,636459
1996,West Virginia,WV,"Dole, Robert",republican,233946,636459
1996,West Virginia,WV,"Perot, Ross",reform party,71639,636459
1996,West Virginia,WV,"Browne, Harry",libertarian,3062,636459
1996,Wisconsin,WI,"Clinton, Bill",democrat,1071971,2196169
1996,Wisconsin,WI,"Dole, Robert",republican,845029,2196169
1996,Wisconsin,WI,"Perot, Ross",reform party,227339,2196169
1996,Wisconsin,WI,,independent,32766,2196169
1996,Wisconsin,WI,"Phillips, Howard",u.s. taxpayers party,8811,2196169
1996,Wisconsin,WI,"Browne, Harry",libertarian,7929,2196169
1996,Wisconsin,WI,Scattering,,2324,2196169
1996,Wyoming,WY,"Dole, Robert",republican,105388,211571
1996,Wyoming,WY,"Clinton, Bill",democrat,77934,211571
1996,Wyoming,WY,"Perot, Ross",independent,25928,211571
1996,Wyoming,WY,"Browne, Harry",libertarian,1739,211571
1996,Wyoming,WY,"Hagelin, John",natural law,582,211571
2000,Alabama,AL,"Bush, George W.",republican,941173,1666272
2000,Alabama,AL,"Gore, Al",democrat,692611,1666272
2000,Alabama,AL,,independent,25896,1666272
2000,Alabama,AL,"Browne, Harry",libertarian,5893,1666272
2000,Alabama,AL,,,699,1666272
2000,Alaska,AK,"Bush, George W.",republican,167398,285560
2000,Alaska,AK,"Gore, Al",democrat,79004,285560
2000,Alaska,AK,"Nader, Ralph",green,28747,285560
2000,Alaska,AK,"Buchanan, Patrick """"Pat""""",reform party,5192,285560
2000,Alaska,AK,"Browne, Harry",libertarian,2636,285560
2000,Alaska,AK,,,1068,285560
2000,Alaska,AK,"Hagelin, John",natural law,919,285560
2000,Alaska,AK,"Phillips, Howard",constitution party,596,285560
2000,Arizona,AZ,"Bush, George W.",republican,781652,1532016
2000,Arizona,AZ,"Gore, Al",democrat,685341,1532016
2000,Arizona,AZ,"Nader, Ralph",green,45645,1532016
2000,Arizona,AZ,"Buchanan, Patrick """"Pat""""",reform party,12373,1532016
2000,Arizona,AZ,"L. Neil, Smith",libertarian,5775,1532016
2000,Arizona,AZ,"Hagelin, John",natural law,1120,1532016
2000,Arizona,AZ,,,110,1532016
2000,Arkansas,AR,"Bush, George W.",republican,472940,921781
2000,Arkansas,AR,"Gore, Al",democrat,422768,921781
2000,Arkansas,AR,"Nader, Ralph",green,13421,921781
2000,Arkansas,AR,"Buchanan, Patrick """"Pat""""",reform party,7358,921781
2000,Arkansas,AR,"Browne, Harry",libertarian,2781,921781
2000,Arkansas,AR,"Phillips, Howard",constitution party,1415,921781
2000,Arkansas,AR,"Hagelin, John",natural law,1098,921781
2000,California,CA,"Gore, Al",democrat,5861203,10965822
2000,California,CA,"Bush, George W.",republican,4567429,10965822
2000,California,CA,"Nader, Ralph",green,418707,10965822
2000,California,CA,"Browne, Harry",libertarian,45520,10965822
2000,California,CA,"Buchanan, Patrick """"Pat""""",reform party,44987,10965822
2000,California,CA,"Phillips, Howard",american independent party,17042,10965822
2000,California,CA,"Hagelin, John",natural law,10934,10965822
2000,Colorado,CO,"Bush, George W.",republican,883748,1741368
2000,Colorado,CO,"Gore, Al",democrat,738227,1741368
2000,Colorado,CO,"Nader, Ralph",green,91434,1741368
2000,Colorado,CO,"Browne, Harry",libertarian,12799,1741368
2000,Colorado,CO,"Hagelin, John",freedom,10465,1741368
2000,Colorado,CO,"Hagelin, John",natural law,2240,1741368
2000,Colorado,CO,"Phillips, Howard",constitution party,1319,1741368
2000,Colorado,CO,"McReynolds, David",socialist,712,1741368
2000,Colorado,CO,"Harris, James",socialist workers,216,1741368
2000,Colorado,CO,"Dodge, Earl",prohibition,208,1741368
2000,Connecticut,CT,"Gore, Al",democrat,816015,1459525
2000,Connecticut,CT,"Bush, George W.",republican,561094,1459525
2000,Connecticut,CT,"Nader, Ralph",green,64452,1459525
2000,Connecticut,CT,"Phillips, Howard",concerned citizens,9695,1459525
2000,Connecticut,CT,"Buchanan, Patrick """"Pat""""",reform party,4731,1459525
2000,Connecticut,CT,"Browne, Harry",libertarian,3484,1459525
2000,Connecticut,CT,,,54,1459525
2000,Delaware,DE,"Gore, Al",democrat,180068,327529
2000,Delaware,DE,"Bush, George W.",republican,137288,327529
2000,Delaware,DE,"Nader, Ralph",green,8307,327529
2000,Delaware,DE,"Buchanan, Patrick """"Pat""""",reform party,777,327529
2000,Delaware,DE,"Browne, Harry",libertarian,774,327529
2000,Delaware,DE,"Phillips, Howard",constitution party,208,327529
2000,Delaware,DE,"Hagelin, John",natural law,107,327529
2000,District of Columbia,DC,"Gore, Al",democrat,171923,201894
2000,District of Columbia,DC,"Bush, George W.",republican,18073,201894
2000,District of Columbia,DC,"Nader, Ralph",green,10576,201894
2000,District of Columbia,DC,"Browne, Harry",libertarian,669,201894
2000,District of Columbia,DC,,,539,201894
2000,District of Columbia,DC,"Harris, James",socialist workers,114,201894
2000,Florida,FL,"Bush, George W.",republican,2912790,5963110
2000,Florida,FL,"Gore, Al",democrat,2912253,5963110
2000,Florida,FL,"Nader, Ralph",green,97488,5963110
2000,Florida,FL,"Buchanan, Patrick """"Pat""""",reform party,17484,5963110
2000,Florida,FL,"Browne, Harry",libertarian,16415,5963110
2000,Florida,FL,"Hagelin, John",natural law,2281,5963110
2000,Florida,FL,"Moorehead, Monica",workers world,1804,5963110
2000,Florida,FL,"Phillips, Howard",constitution party,1371,5963110
2000,Florida,FL,"McReynolds, David",socialist,622,5963110
2000,Florida,FL,"Harris, James",socialist workers,562,5963110
2000,Florida,FL,,,40,5963110
2000,Georgia,GA,"Bush, George W.",republican,1419720,2583208
2000,Georgia,GA,"Gore, Al",democrat,1116230,2583208
2000,Georgia,GA,"Browne, Harry",libertarian,36332,2583208
2000,Georgia,GA,"Buchanan, Patrick """"Pat""""",independent,10926,2583208
2000,Hawaii,HI,"Gore, Al",democrat,205286,367951
2000,Hawaii,HI,"Bush, George W.",republican,137845,367951
2000,Hawaii,HI,"Nader, Ralph",green,21623,367951
2000,Hawaii,HI,"Browne, Harry",libertarian,1477,367951
2000,Hawaii,HI,"Buchanan, Patrick """"Pat""""",reform party,1071,367951
2000,Hawaii,HI,"Phillips, Howard",constitution party,343,367951
2000,Hawaii,HI,"Hagelin, John",natural law,306,367951
2000,Idaho,ID,"Bush, George W.",republican,336937,501615
2000,Idaho,ID,"Gore, Al",democrat,138637,501615
2000,Idaho,ID,"Nader, Ralph",green,12292,501615
2000,Idaho,ID,"Buchanan, Patrick """"Pat""""",reform party,7615,501615
2000,Idaho,ID,"Browne, Harry",libertarian,3488,501615
2000,Idaho,ID,"Phillips, Howard",constitution party,1469,501615
2000,Idaho,ID,"Hagelin, John",natural law,1177,501615
2000,Illinois,IL,"Gore, Al",democrat,2589026,4742108
2000,Illinois,IL,"Bush, George W.",republican,2019421,4742108
2000,Illinois,IL,"Nader, Ralph",green,103759,4742108
2000,Illinois,IL,,independent,16106,4742108
2000,Illinois,IL,"Browne, Harry",libertarian,11623,4742108
2000,Illinois,IL,"Buchanan, Patrick """"Pat""""",reform party,2127,4742108
2000,Illinois,IL,,,46,4742108
2000,Indiana,IN,"Bush, George W.",republican,1245836,2199302
2000,Indiana,IN,"Gore, Al",democrat,901980,2199302
2000,Indiana,IN,,,18997,2199302
2000,Indiana,IN,"Buchanan, Patrick """"Pat""""",independent,16959,2199302
2000,Indiana,IN,"Browne, Harry",libertarian,15530,2199302
2000,Iowa,IA,"Gore, Al",democrat,638517,1353022
2000,Iowa,IA,"Bush, George W.",republican,634373,1353022
2000,Iowa,IA,,independent,37459,1353022
2000,Iowa,IA,"Nader, Ralph",green,29374,1353022
2000,Iowa,IA,"Buchanan, Patrick """"Pat""""",reform party,5731,1353022
2000,Iowa,IA,"Browne, Harry",libertarian,3209,1353022
2000,Iowa,IA,"Hagelin, John",nominated by petition,2281,1353022
2000,Iowa,IA,Scattering,,1168,1353022
2000,Iowa,IA,"Phillips, Howard",constitution party,613,1353022
2000,Iowa,IA,"Harris, James",socialist workers,190,1353022
2000,Iowa,IA,"McReynolds, David",socialist,107,1353022
2000,Kansas,KS,"Bush, George W.",republican,622332,1072216
2000,Kansas,KS,"Gore, Al",democrat,399276,1072216
2000,Kansas,KS,,independent,37459,1072216
2000,Kansas,KS,"Buchanan, Patrick """"Pat""""",reform party,7370,1072216
2000,Kansas,KS,"Browne, Harry",libertarian,4525,1072216
2000,Kansas,KS,"Phillips, Howard",constitution party,1254,1072216
2000,Kentucky,KY,"Bush, George W.",republican,872520,1544106
2000,Kentucky,KY,"Gore, Al",democrat,638923,1544106
2000,Kentucky,KY,"Nader, Ralph",green,23118,1544106
2000,Kentucky,KY,"Buchanan, Patrick """"Pat""""",reform party,4152,1544106
2000,Kentucky,KY,"Browne, Harry",libertarian,2885,1544106
2000,Kentucky,KY,"Hagelin, John",natural law,1513,1544106
2000,Kentucky,KY,,constitution party,915,1544106
2000,Kentucky,KY,,,80,1544106
2000,Louisiana,LA,"Bush, George W.",republican,927871,1765656
2000,Louisiana,LA,"Gore, Al",democrat,792344,1765656
2000,Louisiana,LA,"Nader, Ralph",green,20473,1765656
2000,Louisiana,LA,"Buchanan, Patrick """"Pat""""",reform party,14356,1765656
2000,Louisiana,LA,"Phillips, Howard",constitution party,5483,1765656
2000,Louisiana,LA,"Browne, Harry",libertarian,2951,1765656
2000,Louisiana,LA,"Harris, James",socialist workers,1103,1765656
2000,Louisiana,LA,"Hagelin, John",natural law,1075,1765656
2000,Maine,ME,"Gore, Al",democrat,319951,651817
2000,Maine,ME,"Bush, George W.",republican,286616,651817
2000,Maine,ME,"Nader, Ralph",green,37127,651817
2000,Maine,ME,"Buchanan, Patrick """"Pat""""",reform party,4443,651817
2000,Maine,ME,"Browne, Harry",libertarian,3074,651817
2000,Maine,ME,"Phillips, Howard",constitution party,579,651817
2000,Maine,ME,Other,,27,651817
2000,Maryland,MD,"Gore, Al",democrat,1144008,2025212
2000,Maryland,MD,"Bush, George W.",republican,813827,2025212
2000,Maryland,MD,"Nader, Ralph",green,53768,2025212
2000,Maryland,MD,"Browne, Harry",libertarian,5310,2025212
2000,Maryland,MD,"Buchanan, Patrick """"Pat""""",reform party,4248,2025212
2000,Maryland,MD,,,1656,2025212
2000,Maryland,MD,Other,,1477,2025212
2000,Maryland,MD,"Phillips, Howard",constitution party,918,2025212
2000,Massachusetts,MA,"Gore, Al",democrat,1616487,2733964
2000,Massachusetts,MA,"Bush, George W.",republican,878502,2733964
2000,Massachusetts,MA,"Nader, Ralph",green,173564,2733964
2000,Massachusetts,MA,Blank Vote/Scattering,,31022,2733964
2000,Massachusetts,MA,"Browne, Harry",libertarian,16366,2733964
2000,Massachusetts,MA,"Buchanan, Patrick """"Pat""""",reform party,11149,2733964
2000,Massachusetts,MA,Other,,3990,2733964
2000,Massachusetts,MA,"Hagelin, John",unenrolled,2884,2733964
2000,Michigan,MI,"Gore, Al",democrat,2170418,4232501
2000,Michigan,MI,"Bush, George W.",republican,1953139,4232501
2000,Michigan,MI,"Nader, Ralph",green,84165,4232501
2000,Michigan,MI,"Browne, Harry",libertarian,16711,4232501
2000,Michigan,MI,"Phillips, Howard",u.s. taxpayers party,3791,4232501
2000,Michigan,MI,"Hagelin, John",natural law,2426,4232501
2000,Michigan,MI,,,1851,4232501
2000,Minnesota,MN,"Gore, Al",democratic-farmer-labor,1168266,2438685
2000,Minnesota,MN,"Bush, George W.",republican,1109659,2438685
2000,Minnesota,MN,"Nader, Ralph",green,126696,2438685
2000,Minnesota,MN,"Buchanan, Patrick """"Pat""""",reform party minnesota,22166,2438685
2000,Minnesota,MN,"Browne, Harry",libertarian,5282,2438685
2000,Minnesota,MN,"Phillips, Howard",constitution party,3272,2438685
2000,Minnesota,MN,"Buchanan, Patrick """"Pat""""",reform party,2294,2438685
2000,Minnesota,MN,"Harris, James",socialist workers,1022,2438685
2000,Minnesota,MN,,,28,2438685
2000,Mississippi,MS,"Bush, George W.",republican,572844,994184
2000,Mississippi,MS,"Gore, Al",democrat,404614,994184
2000,Mississippi,MS,,independent,8735,994184
2000,Mississippi,MS,"Phillips, Howard",constitution party,3267,994184
2000,Mississippi,MS,"Buchanan, Patrick """"Pat""""",reform party,2265,994184
2000,Mississippi,MS,"Browne, Harry",libertarian,2009,994184
2000,Mississippi,MS,"Hagelin, John",natural law,450,994184
2000,Missouri,MO,"Bush, George W.",republican,1189924,2359892
2000,Missouri,MO,"Gore, Al",democrat,1111138,2359892
2000,Missouri,MO,"Nader, Ralph",green,38515,2359892
2000,Missouri,MO,"Buchanan, Patrick """"Pat""""",reform party,9818,2359892
2000,Missouri,MO,"Browne, Harry",libertarian,7436,2359892
